"mb_sex","age","majorNm","license","hope_license"
"1","55",사진학과,"웹디자인기능사,제품디자인기술사",
"1","38",대기환경과학과,"토양환경기술사,환경위해관리기사",
"2","18",미디어콘텐츠학과,"컬러리스트산업기사,웹디자인기능사",
"1","28",경제금융학과,"품질관리기술사,품질경영기사",
"1","14",독어독문학과,"관광통역안내사(중국어),관광통역안내사(독어)",
"1","29",독일학과,"관광통역안내사(이탈리아어),관광통역안내사(태국어)",
"1","25",컴퓨터시스템공학과,"사무자동화산업기사,정보처리산업기사",
"1","64",경영과,"품질경영기사,컨벤션기획사1급",
"1","41",관광영어과,"미용사(네일),미용사(피부)",
"2","53",회계세무학과,"컨벤션기획사1급,품질경영산업기사",
"1","12",가정교육과,"임상심리사1급,임상심리사2급",
"2","54",컴퓨터공학과,"컴퓨터시스템응용기술사,사무자동화산업기사",
"2","57",도시계획부동산학과,"토목산업기사,항로표지기능사",
"2","53",문화재보존학과,"시각디자인기사,제품디자인기술사",
"1","39",만화콘텐츠과,"컴퓨터그래픽스운용기능사,시각디자인기사",
"1","24",레이저광정보공학전공,"3급 청소년지도사,국제의료관광코디네이터",
"1","31",프랑스어과,"관광통역안내사(이탈리아어),관광통역안내사(베트남어)",
"2","55",화학교육과,"위험물기능장,화약류제조산업기사",
"2","52",카지노과,"제품디자인기사,컴퓨터그래픽스운용기능사",
"2","35",컴퓨터응용기계과,"컴퓨터시스템응용기술사,전자계산기조직응용기사",
"1","59",신소재공학과,"기상감정기사,대기환경기사",
"1","52",환경조경과,"에너지관리기능사,수질환경산업기사",
"2","19",러시아어과,"관광통역안내사(불어),관광통역안내사(아랍어)",
"2","54",골프학과,"스포츠경영관리사,미용사(메이크업)",
"1","9",정보사회학과,"정보처리기능사,정보기기운용기능사",
"1","13",고분자공학과,"화학분석기능사,바이오화학제품제조기사",
"1","40",정보보안학과,"컴퓨터시스템응용기술사,정보관리기술사",
"1","21",멀티미디어디자인학과,"멀티미디어콘텐츠제작전문가,정보처리기사",
"1","26",루마니아어과,"관광통역안내사(말레이/인도네시아어),관광통역안내사(스페인어)",
"1","21",전산통계학과,"반도체설계기사,전기기능장",
"1","42",항공서비스학과,"공조냉동기계기능사,공유압기능사",
"2","24",만화콘텐츠과,"제품디자인기사,시각디자인산업기사",
"2","13",미디어영상학과,"제품응용모델링기능사,컬러리스트기사",
"2","64",전기자동차과,"3D프린터운용기능사,광학기사",
"2","31",전기자동차과,"철도신호기술사,광학기기산업기사",
"1","30",실내디자인학과,"조경산업기사,측량기능사",
"1","16",가정교육과,"2급 청소년지도사,3급 청소년지도사",
"2","18",관광크루즈승무원과,"미용사(네일),이용장",
"1","14",도예학과,"인쇄산업기사,귀금속가공산업기사",
"1","32",패션마케팅과,"섬유디자인산업기사,패션디자인산업기사",
"2","58",경영정보학과,"소비자전문상담사1급,공장관리기술사",
"2","9",전기제어과,"철도신호기술사,철도신호기사",
"1","12",환경교육과,"기상예보기술사,농림토양평가관리기사",
"2","32",경찰법학전공,"자기비파괴검사기사,전기안전기술사",
"2","53",독어독문학과,"관광통역안내사(불어),관광통역안내사(아랍어)",
"1","53",도시계획학과,"도시계획기술사,미장기능사",
"2","20",가정관리학과,"2급 청소년상담사,임상심리사2급",
"1","13",항공정비학과,"기계정비산업기사,철도동력차기관정비산업기사",
"2","42",경호보안학과,"방사선비파괴검사기능사,자기비파괴검사기사",
"1","60",전자공학교육과,"전기기사,전자산업기사",
"1","36",항공정비학과,"메카트로닉스기사,조선기사",
"2","37",해양공학과,"지적기사,방수기능사",
"1","46",전자정보통신공학과,"전기기능사,전기응용기술사",
"2","49",사진학과,"제품디자인기사,제품디자인산업기사",
"2","12",호텔경영학과,"공장관리기술사,포장산업기사",
"1","27",생명공학과,"정밀화학기사,위험물기능장",
"2","13",드론교통공학과,"정보처리기사,정보기기운용기능사",
"2","40",마술학과,"컬러리스트기사,시각디자인산업기사",
"1","14",도시계획학과,"건축설비산업기사,도시계획기술사",
"1","40",농업경제학과,"사회조사분석사1급,포장기사",
"2","56",사회체육학과,"미용장,미용사(네일)",
"1","53",치기공학과,"1급 청소년상담사,국제의료관광코디네이터",
"2","12",항공관광과,"건설기계정비기능사,프레스금형산업기사",
"1","53",정보보호학과,"컴퓨터시스템응용기술사,정보처리산업기사",
"2","8",생화학과,"화학분석기능사,정밀화학기사",
"2","38",전자공학교육과,"전기기사,건축전기설비기술사",
"1","10",호텔외식조리과,"조리기능장,복어조리기능사",
"1","48",경찰경호행정과,"인간공학기술사,침투비파괴검사산업기사",
"2","23",교육학과,"임상심리사2급,2급 청소년상담사",
"1","42",과학교육과,"에너지관리기능사,소음진동산업기사",
"1","8",식품생명공학과,"식품가공기능사,제빵기능사",
"1","32",회화과,"컬러리스트기사,제품응용모델링기능사",
"1","28",경영과,"컨벤션기획사2급,사회조사분석사2급",
"2","18",전기전자과,"반도체설계기사,전기철도기술사",
"1","24",전기공학과,"광학기능사,전기공사산업기사",
"2","64",문화재과,"시각디자인기사,제품응용모델링기능사",
"2","45",항공정비학과,"항공기관정비기능사,프레스금형설계기사",
"1","29",화학공학과,"위험물기능사,화공기사",
"1","46",호텔조리제과제빵과,"조주기능사,중식조리산업기사",
"1","10",해양학과,"배관기능사,도배기능사",
"2","46",공연예술과,"컴퓨터그래픽스운용기능사,제품디자인기사",
"2","12",전자공학과,"전자계산기제어산업기사,전기기기산업기사",
"2","13",독어교육과,"관광통역안내사(아랍어),관광통역안내사(스페인어)",
"2","60",도시공학과,"굴삭기운전기능사,온수온돌기능사",
"2","18",문화콘텐츠학과,"제품디자인기술사,웹디자인기능사",
"1","24",관광경영학과,"미용사(네일),스포츠경영관리사",
"1","56",경제금융학과,"품질경영기사,품질관리기술사",
"2","61",전산통계학과,"전자기기기능장,전자계산기제어산업기사",
"2","49",공연예술과,"제품디자인기사,컬러리스트산업기사",
"1","13",미디어영상학과,"시각디자인산업기사,시각디자인기사",
"2","20",미디어영상학과,"시각디자인산업기사,제품응용모델링기능사",
"2","16",생명화학공학과,"화공기사,위험물기능사",
"2","21",정보보안학과,"사무자동화산업기사,정보처리기능사",
"2","19",경찰학과,"산업위생관리기술사,침투비파괴검사기능사",
"2","26",공연예술과,"제품응용모델링기능사,컴퓨터그래픽스운용기능사",
"1","15",교육심리학과,"3급 청소년상담사,임상심리사1급",
"2","64",해양분자생명과학과,"해양자원개발기사,측량기능사",
"2","12",사진영상학과,"시각디자인기사,제품응용모델링기능사",
"1","32",대기과학과,"에너지관리산업기사,소음진동기술사",
"1","20",산림자원학과,"식육처리기능사,종자기능사",
"2","51",건설환경공학과,"건축구조기술사,방수산업기사",
"1","49",평생교육학과,"관광통역안내사(독어),관광통역안내사(러시아어)",
"1","27",풍수명리과,"3급 청소년상담사,3급 청소년지도사",
"1","32",항공정비학과,"건설기계설비산업기사,철도차량정비기능장",
"2","52",실내건축학과,"조경산업기사,콘크리트기사",
"1","11",화학공학교육과,"바이오화학제품제조기사,화약류제조기사",
"1","15",관광일어과,"이용사,스포츠경영관리사",
"1","10",대기과학과,"대기환경기사,수질환경기사",
"1","23",생명공학과,"바이오화학제품제조산업기사,화약류제조기사",
"2","45",카지노과,"제품응용모델링기능사,컬러리스트기사",
"2","21",경제금융학과,"품질경영산업기사,포장기사",
"1","16",해양공학과,"건축설비기사,철도기술사",
"2","34",데이터사이언스학과,"정보기기운용기능사,전자계산기조직응용기사",
"2","49",관광경영학과,"미용사(메이크업),미용사(피부)",
"1","31",독어교육과,"관광통역안내사(중국어),관광통역안내사(일본어)",
"1","25",건축기계설비과,"배관산업기사,도시계획기사",
"2","63",미래에너지공학과,"온실가스관리산업기사,소음진동산업기사",
"2","47",전기전자제어과,"전기기능장,광학기사",
"2","18",국방탄약과.방공유도무기과,"품질경영기사,컨벤션기획사1급",
"2","56",관광학부,"스포츠경영관리사,이용장",
"2","21",농학과,"식물보호산업기사,축산기사",
"2","13",실내건축디자인학과,"롤러운전기능사,지게차운전기능사",
"1","34",금속재료과,"용접기능사,플라스틱창호기능사",
"1","52",융합소프트웨어학과,"정보처리기사,정보관리기술사",
"1","8",화훼원예과,"버섯종균기능사,임업종묘기사",
"1","58",생명시스템학과,"위험물산업기사,화공기술사",
"2","18",컴퓨터공학과,"멀티미디어콘텐츠제작전문가,정보처리기사",
"1","25",경제통상학부,"포장기술사,사회조사분석사1급",
"2","19",정보사회학과,"정보처리기사,전자계산기조직응용기사",
"2","8",경찰학과,"방사선비파괴검사산업기사,소방설비산업기사(기계분야)",
"1","24",간호학과,"2급 청소년지도사,3급 청소년상담사",
"2","38",경호학과,"건설안전기술사,농작업안전보건기사",
"2","62",모바일게임과,"정보처리산업기사,멀티미디어콘텐츠제작전문가",
"2","33",만화애니메이션학과,"시각디자인기사,웹디자인기능사",
"1","23",스페인·중남미학과,"관광통역안내사(말레이/인도네시아어),관광통역안내사(일본어)",
"2","55",기계공학과,"전자부품장착기능사,메카트로닉스기사",
"1","53",국방과학기술학과,"정보기기운용기능사,컴퓨터시스템응용기술사",
"2","58",러시아언어문화전공,"관광통역안내사(스페인어),관광통역안내사(일본어)",
"1","54",모바일게임과,"정보관리기술사,멀티미디어콘텐츠제작전문가",
"2","36",드론교통공학과,"정보기기운용기능사,정보처리기능사",
"2","15",스칸디나비아어과,"정보기기운용기능사,전자계산기조직응용기사",
"1","52",도시공학과,"토목산업기사,로더운전기능사",
"1","58",정보보호학과,"정보처리기능사,전자계산기조직응용기사",
"1","21",미디어영상학과,"제품디자인산업기사,시각디자인기사",
"1","34",산림자원학과,"식물보호산업기사,산림산업기사",
"2","64",만화애니메이션학과,"컴퓨터그래픽스운용기능사,제품디자인기술사",
"1","37",환경조경과,"에너지관리기능사,에너지관리기사",
"1","10",식품영양학과,"식품가공기능사,떡제조기능사",
"1","22",컴퓨터응용기계과,"정보기기운용기능사,컴퓨터시스템응용기술사",
"1","34",말레이·인도네시어과,"관광통역안내사(일본어),관광통역안내사(태국어)",
"1","37",식품공학과,"수산제조기사,제빵기능사",
"2","16",전자전기공학과,"전자계산기기능사,전자기기기능사",
"2","47",국악과,"제품디자인기술사,제품디자인기사",
"2","20",건축과,"측량및지형공간정보기술사,불도저운전기능사",
"1","16",기계설계공학과,"전자부품장착기능사,궤도장비정비기능사",
"1","54",건설공학교육과,"해양자원개발기사,건설재료시험기능사",
"2","42",만화콘텐츠과,"제품디자인기술사,시각디자인기사",
"1","37",생화학과,"화학분석기사,위험물산업기사",
"1","24",전자전기공학과,"의공산업기사,전기기능사",
"2","47",러시아언어문화전공,"관광통역안내사(말레이/인도네시아어),관광통역안내사(러시아어)",
"2","10",화훼원예과,"시설원예기술사,축산기술사",
"1","26",식품공학과,"제빵기능사,식품산업기사",
"2","50",회계학과,"품질경영산업기사,포장기사",
"1","50",융합소프트웨어학과,"사무자동화산업기사,정보처리기능사",
"1","25",항공시스템공학과,"조선산업기사,기계정비산업기사",
"1","52",기계공학과,"항공산업기사,철도차량산업기사",
"1","54",생물학과,"화약류제조기사,위험물기능장",
"2","41",목재응용과학과,"어로기술사,식물보호기사",
"1","52",항공서비스학과,"철도차량기사,항공기체정비기능사",
"1","40",골프산업학과,"스포츠경영관리사,미용사(메이크업)",
"2","41",해양경찰학과,"철도토목기사,천공기운전기능사",
"1","13",전기자동차과,"전기공사산업기사,전자계산기기능사",
"1","43",도시행정학과,"전산응용건축제도기능사,콘크리트기능사",
"1","62",화공생명학과,"위험물기능사,화약류제조산업기사",
"2","36",환경시스템공학과,"자연환경관리기술사,농림토양평가관리산업기사",
"2","21",푸드코디네이션과,"식품가공기능사,식품기사",
"1","64",생명공학과,"위험물산업기사,화학분석기사",
"1","47",국방과학기술학과,"사무자동화산업기사,정보처리기능사",
"2","36",미술치료과,"제품디자인기사,시각디자인산업기사",
"2","17",호텔경영학과,"소비자전문상담사1급,품질경영산업기사",
"2","22",포르투갈어과,"관광통역안내사(영어),관광통역안내사(일본어)",
"1","44",프랑스언어문화학과,"관광통역안내사(러시아어),관광통역안내사(태국어)",
"2","18",과학교육과,"토양환경기사,대기환경기사",
"1","40",리조트개발학과,"수산제조기술사,제빵기능사",
"1","58",바이오메디컬공학전공,"임상심리사2급,2급 청소년상담사",
"1","20",회계학과,"사회조사분석사1급,품질경영산업기사",
"2","16",문화재보존학과,"제품디자인기사,컬러리스트산업기사",
"2","47",치의학과,"1급 청소년지도사,국제의료관광코디네이터",
"1","49",전자물리학과,"반도체설계기사,전기기기산업기사",
"1","54",호텔경영학과,"소비자전문상담사1급,포장산업기사",
"2","47",경찰경호과,"기계안전기술사,자기비파괴검사기능사",
"2","42",관광학부,"미용사(피부),이용사",
"1","48",컴퓨터공학과,"정보관리기술사,사무자동화산업기사",
"1","11",포르투갈어과,"관광통역안내사(스페인어),관광통역안내사(말레이/인도네시아어)",
"2","46",기계설계공학과,"컴퓨터응용밀링기능사,객화차정비산업기사",
"1","31",경제통상학부,"포장산업기사,컨벤션기획사2급",
"2","63",불어불문학과,"관광통역안내사(이탈리아어),관광통역안내사(말레이/인도네시아어)",
"2","47",데이터과학과,"사무자동화산업기사,정보관리기술사",
"1","11",환경공학과,"소음진동산업기사,생물분류기사(동물)",
"2","57",문화콘텐츠학과,"제품디자인기사,제품디자인산업기사",
"2","8",프랑스언어문화학과,"관광통역안내사(일본어),관광통역안내사(불어)",
"1","18",전자물리학과,"의공산업기사,철도신호기사",
"2","63",기계교육과,"메카트로닉스산업기사,차량기술사",
"1","47",도시계획부동산학과,"수자원개발기술사,로더운전기능사",
"1","39",항공운항학과,"철도차량기사,항공기체기술사",
"2","49",멀티미디어공학과,"정보기기운용기능사,사무자동화산업기사",
"2","16",가정교육과,"2급 청소년지도사,3급 청소년상담사",
"2","21",광공학과,"1급 청소년지도사,2급 청소년지도사",
"2","22",광고홍보학과,"스포츠경영관리사,미용사(메이크업)",
"2","47",가정교육과,"임상심리사2급,임상심리사1급",
"2","51",경호스포츠과,"건설안전기사,전기안전기술사",
"1","58",간호학과,"임상심리사1급,2급 청소년상담사",
"2","20",푸드코디네이션과,"제과기능사,제빵기능사",
"2","43",귀금속보석공예학과,"목공예기능사,귀금속가공기능사",
"2","29",게임제작과,"사무자동화산업기사,전자계산기조직응용기사",
"1","50",정보보호학과,"정보관리기술사,컴퓨터시스템응용기술사",
"1","29",방사선과,"건설안전기사,비파괴검사기술사",
"1","57",해양공학과,"방수기능사,항로표지기사",
"1","53",정보보호학과,"정보기기운용기능사,멀티미디어콘텐츠제작전문가",
"1","63",관광중국어과,"미용사(메이크업),미용사(피부)",
"1","23",레이저광정보공학전공,"2급 청소년지도사,2급 청소년상담사",
"1","64",미디어문예창작학과,"제품디자인산업기사,웹디자인기능사",
"1","60",건축과,"잠수기능사,건축기계설비기술사",
"1","59",해양분자생명과학과,"지적기능사,배관산업기사",
"1","59",정밀화학과,"화공기사,정밀화학기사",
"2","46",가정교육과,"1급 청소년지도사,3급 청소년상담사",
"2","38",관광학부,"미용사(메이크업),미용사(피부)",
"1","52",경제금융학과,"사회조사분석사1급,컨벤션기획사1급",
"1","62",스마트소프트웨어과,"정보관리기술사,사무자동화산업기사",
"2","49",컴퓨터교육과,"컴퓨터시스템응용기술사,사무자동화산업기사",
"2","26",화학공학교육과,"화공기술사,정밀화학기사",
"2","20",산림자원학과,"어로기술사,산림기능사",
"2","33",미술학과,"제품디자인기사,제품디자인기술사",
"2","21",환경원예학과,"신재생에너지발전설비기사(태양광),자연환경관리기술사",
"2","47",레이저광정보공학전공,"3급 청소년지도사,1급 청소년지도사",
"2","59",항공메카트로닉스과,"철도차량정비기능사,농기계정비기능사",
"1","62",산업보건학과,"국제의료관광코디네이터,2급 청소년지도사",
"1","33",독어독문학과,"관광통역안내사(러시아어),관광통역안내사(태국어)",
"2","43",스칸디나비아어과,"정보관리기술사,정보기기운용기능사",
"1","50",건축기계설비과,"천공기운전기능사,불도저운전기능사",
"1","29",경영학과,"포장기사,컨벤션기획사1급",
"2","34",카지노과,"컬러리스트산업기사,제품응용모델링기능사",
"2","45",미디어커뮤니케이션학과,"제품응용모델링기능사,시각디자인기사",
"1","50",신소재응용과,"생물분류기사(식물),소음진동산업기사",
"2","9",기계공학과,"사출금형기능사보,기계정비기능사",
"1","47",스칸디나비아어과,"컴퓨터시스템응용기술사,전자계산기조직응용기사",
"2","50",로봇공학과,"관광통역안내사(이탈리아어),관광통역안내사(중국어)",
"1","13",도시사회학과,"잠수기능사,건축설비기사",
"1","53",그리스·불가리아학과,"관광통역안내사(러시아어),관광통역안내사(이탈리아어)",
"2","24",실내건축디자인학과,"철도토목기사,토목시공기술사",
"2","56",생명공학과,"화공기사,화학분석기사",
"2","53",도예학과,"인쇄산업기사,귀금속가공산업기사",
"1","55",미디어문예창작학과,"웹디자인기능사,제품디자인기술사",
"1","38",게임공학과,"정보기기운용기능사,정보처리기능사",
"2","51",정밀화학과,"화공기사,바이오화학제품제조산업기사",
"2","22",공예과,"웹디자인기능사,제품디자인기술사",
"1","30",기계시스템공학과,"자동차정비기사,공조냉동기계기술사",
"2","39",항공관광과,"항공장비정비기능사,건설기계정비기사",
"2","56",화학신소재학과,"바이오화학제품제조산업기사,화학분석기사",
"2","22",해양공학과,"교통산업기사,측량기능사",
"1","32",항공운항학과,"컴퓨터응용가공산업기사,공조냉동기계기능사",
"2","27",식품생명과학과,"제과기능장,수산제조기술사",
"2","50",스페인어과,"관광통역안내사(베트남어),관광통역안내사(일본어)",
"1","38",미술치료과,"제품디자인기사,컴퓨터그래픽스운용기능사",
"1","37",기계공학과,"공구제작기능사보,기계기술사",
"2","49",문화콘텐츠학과,"시각디자인기사,제품응용모델링기능사",
"1","57",관광중국어과,"이용장,미용장",
"2","14",환경학과,"소음진동기술사,신재생에너지발전설비기능사(태양광)",
"1","20",농업교육과,"임업종묘기능사,어로산업기사",
"2","49",독일언어문화학과,"관광통역안내사(이탈리아어),관광통역안내사(독어)",
"1","13",전기·전자·통신공학교육과,"전자산업기사,전기응용기술사",
"1","23",문화재보존학과,"시각디자인산업기사,컬러리스트산업기사",
"2","44",융합보안학과,"사무자동화산업기사,멀티미디어콘텐츠제작전문가",
"1","13",평생교육학과,"관광통역안내사(일본어),관광통역안내사(러시아어)",
"2","41",경호스포츠과,"침투비파괴검사기사,농작업안전보건기사",
"2","27",경제금융학과,"포장기사,사회조사분석사2급",
"2","61",생명공학과,"화공기술사,바이오화학제품제조기사",
"1","11",환경조경과,"온실가스관리기사,폐기물처리기술사",
"1","53",공예과,"제품디자인기사,제품응용모델링기능사",
"2","59",나노물리학과,"화공기술사,위험물산업기사",
"2","9",신소재공학과,"대기환경기사,기상감정기사",
"1","47",대기환경과학전공,"대기환경기사,온실가스관리기사",
"1","61",교통시스템공학과,"도시계획기사,철도토목기능사",
"1","18",항공메카트로닉스과,"항공기체정비기능사,공조냉동기계산업기사",
"2","58",데이터정보학과,"정보처리산업기사,멀티미디어콘텐츠제작전문가",
"1","55",가정교육과,"3급 청소년지도사,2급 청소년상담사",
"2","13",리조트개발학과,"제빵기능사,식품산업기사",
"1","54",패션마케팅과,"한복산업기사,세탁기능사",
"2","64",도시정보공학전공,"방수산업기사,천공기운전기능사",
"1","48",스페인어과,"관광통역안내사(이탈리아어),관광통역안내사(러시아어)",
"2","51",e-비즈니스과,"사무자동화산업기사,정보처리산업기사",
"1","64",식품생명공학과,"식품기사,수산제조기사",
"1","53",문화재보존학과,"제품디자인산업기사,컬러리스트기사",
"1","49",전자정보통신공학과,"반도체설계산업기사,전기기기산업기사",
"2","38",생명화학공학과,"위험물기능사,화공기사",
"1","48",독일어과,"관광통역안내사(중국어),관광통역안내사(영어)",
"1","34",산림과학과,"산림기술사,식물보호기사",
"2","50",방사선학과,"와전류비파괴검사기사,자기비파괴검사산업기사",
"1","53",패션마케팅과,"의류기술사,신발류제조기능사",
"2","51",치위생과,"임상심리사2급,1급 청소년상담사",
"1","43",공연영상학과,"컬러리스트산업기사,제품응용모델링기능사",
"1","60",산업보건학과,"임상심리사1급,1급 청소년상담사",
"1","57",사진영상학과,"컬러리스트기사,제품디자인산업기사",
"1","42",불어불문학과,"관광통역안내사(스페인어),관광통역안내사(독어)",
"1","10",건축기계설비과,"건축도장기능사,해양공학기사",
"2","11",전산통계학과,"전자계산기기사,의공기사",
"1","30",교정보호학과,"소비자전문상담사2급,사회조사분석사1급",
"1","53",전자물리학과,"의료전자기능사,로봇소프트웨어개발기사",
"2","55",컴퓨터공학과,"컴퓨터시스템응용기술사,전자계산기조직응용기사",
"2","14",화학공학교육과,"화공기술사,화약류제조기사",
"2","46",광공학과,"임상심리사1급,1급 청소년상담사",
"1","42",나노신소재공학과,"위험물산업기사,바이오화학제품제조산업기사",
"2","33",항공기계과,"자동차정비산업기사,항공산업기사",
"1","46",미디어영상학과,"컴퓨터그래픽스운용기능사,컬러리스트기사",
"1","50",게임컨텐츠과,"정보기기운용기능사,전자계산기조직응용기사",
"2","24",레이저광정보공학전공,"3급 청소년상담사,임상심리사2급",
"2","35",경제학과,"포장기사,포장기술사",
"1","38",러시아어문학과,"관광통역안내사(러시아어),관광통역안내사(불어)",
"2","39",치기공학과,"3급 청소년지도사,3급 청소년상담사",
"1","54",목재응용과학과,"화훼장식산업기사,어업생산관리기사",
"2","19",러시아학과,"관광통역안내사(독어),관광통역안내사(아랍어)",
"2","39",게임컨텐츠과,"사무자동화산업기사,전자계산기조직응용기사",
"2","26",신소재응용과,"폐기물처리기사,대기환경기사",
"2","14",항공정비학과,"철도차량정비기능장,메카트로닉스기능사",
"1","30",나노신소재공학과,"위험물기능사,위험물산업기사",
"2","9",독어독문학과,"관광통역안내사(중국어),관광통역안내사(이탈리아어)",
"1","37",데이터정보학과,"정보처리기사,컴퓨터시스템응용기술사",
"2","31",교통공학과,"측량및지형공간정보산업기사,응용지질기사",
"2","26",환경보건학과,"소음진동산업기사,자연환경관리기술사",
"1","30",화장품·향수전공,"바이오화학제품제조산업기사,화학분석기사",
"2","52",회화과,"제품디자인기술사,시각디자인기사",
"2","45",환경과학과,"소음진동기사,신재생에너지발전설비기능사(태양광)",
"2","26",실내건축학과,"항로표지기사,지적기사",
"1","42",농업교육과,"임산가공기사,종자산업기사",
"1","13",컴퓨터시스템공학과,"정보처리기능사,정보처리산업기사",
"1","27",항공우주공학과,"선체건조기능사,사출금형기능사보",
"1","54",폴란드어과,"관광통역안내사(스페인어),관광통역안내사(태국어)",
"2","8",미디어문예창작학과,"시각디자인산업기사,시각디자인기사",
"2","44",경호학과,"소방설비기사(기계분야),건설안전기사",
"2","55",격기지도학과,"제품디자인기술사,제품디자인기사",
"1","36",데이터사이언스학과,"정보관리기술사,사무자동화산업기사",
"1","22",모바일게임과,"정보처리기사,정보관리기술사",
"2","21",항공서비스경영학과,"전산응용기계제도기능사,메카트로닉스기사",
"1","41",건축공학과,"토목구조기술사,건축품질시험기술사",
"2","38",전자공학교육과,"철도신호산업기사,광학기능사",
"2","9",경제학과,"컨벤션기획사2급,포장기사",
"1","36",화공생명학과,"정밀화학기사,화약류제조기사",
"2","41",환경에너지공학과,"수질환경기사,에너지관리기능장",
"1","8",정보보안학과,"전자계산기조직응용기사,정보기기운용기능사",
"2","61",만화콘텐츠과,"시각디자인산업기사,시각디자인기사",
"2","27",해양학과,"철도토목기사,측량및지형공간정보기술사",
"2","37",화학공학교육과,"화약류제조산업기사,화학분석기능사",
"1","10",교육학과,"1급 청소년지도사,국제의료관광코디네이터",
"1","53",관광중국어과,"미용사(일반),미용장",
"2","52",전기전자제어과,"전기철도기술사,3D프린터운용기능사",
"1","63",도시공학과,"토목구조기술사,건축목공기능사",
"1","10",전기·전자·통신공학교육과,"전기공사기사,전자계산기기능사",
"1","22",도시계획부동산학과,"해양공학기사,해양기술사",
"2","20",금속재료과,"주조산업기사,주조기능장",
"1","33",나노물리학과,"화공기사,위험물기능장",
"1","38",디지털콘텐츠과,"컴퓨터시스템응용기술사,전자계산기조직응용기사",
"1","53",화훼원예과,"화훼장식기사,버섯종균기능사",
"2","62",스칸디나비아어과,"정보처리기사,정보처리기능사",
"1","17",패션마케팅과,"섬유산업기사,신발산업기사",
"1","51",대기환경과학전공,"수질환경기사,에너지관리기능사",
"2","56",호텔관광과,"컨벤션기획사1급,포장산업기사",
"1","32",미용예술과,"웹디자인기능사,시각디자인산업기사",
"1","34",화장품과학과,"위험물기능사,정밀화학기사",
"2","41",게임제작과,"사무자동화산업기사,정보처리산업기사",
"1","21",푸드코디네이션과,"식품기술사,수산제조기사",
"1","22",도시정보공학전공,"배관기능장,콘크리트기능사",
"1","9",간호과,"국제의료관광코디네이터,2급 청소년상담사",
"2","37",도시계획부동산학과,"유리시공기능사,기중기운전기능사",
"2","37",식품영양학과,"식품기술사,제과기능장",
"2","47",기계융합공학과,"항공장비정비기능사,설비보전기사",
"1","25",푸드코디네이션과,"수산제조기사,제과기능사",
"1","48",멀티미디어게임과,"멀티미디어콘텐츠제작전문가,사무자동화산업기사",
"2","18",경호스포츠과,"인간공학기술사,초음파비파괴검사기능사",
"1","26",디지털콘텐츠과,"전자계산기조직응용기사,정보관리기술사",
"2","12",모바일게임과,"정보기기운용기능사,정보처리기사",
"1","34",가정교육과,"3급 청소년상담사,3급 청소년지도사",
"2","33",정보보안학과,"컴퓨터시스템응용기술사,정보관리기술사",
"2","53",호텔조리제과제빵과,"조리기능장,일식조리기능사",
"2","28",컴퓨터교육과,"전자계산기조직응용기사,사무자동화산업기사",
"1","50",교육공학과,"임상심리사1급,1급 청소년지도사",
"2","32",경영정보학과,"소비자전문상담사2급,품질경영산업기사",
"1","48",회계세무학과,"사회조사분석사1급,포장기술사",
"2","26",만화애니메이션학과,"제품디자인기술사,제품응용모델링기능사",
"1","38",교육학과,"1급 청소년지도사,1급 청소년상담사",
"1","50",독일학과,"관광통역안내사(베트남어),관광통역안내사(아랍어)",
"1","52",금속재료과,"원형기능사,제선기능사",
"2","21",불어불문학과,"관광통역안내사(베트남어),관광통역안내사(이탈리아어)",
"1","62",화공생명학과,"위험물기능사,화학분석기사",
"1","34",전자물리학과,"3D프린터개발산업기사,로봇기구개발기사",
"2","42",e-비즈니스과,"멀티미디어콘텐츠제작전문가,정보기기운용기능사",
"1","8",도시사회학과,"배관기능장,조경기술사",
"1","43",해양분자생명과학과,"건축목공기능사,상하수도기술사",
"2","25",관광중국어과,"미용사(피부),이용사",
"2","35",호텔조리제과제빵과,"한식조리기능사,조주기능사",
"2","19",패션산업학과,"패션머천다이징산업기사,패션디자인산업기사",
"1","14",스페인·중남미학과,"관광통역안내사(불어),관광통역안내사(태국어)",
"1","48",전자공학교육과,"전기기기산업기사,전기기능사",
"1","35",프랑스학과,"관광통역안내사(아랍어),관광통역안내사(러시아어)",
"2","44",화학과,"위험물산업기사,바이오화학제품제조산업기사",
"1","25",식품조리학과,"식품기술사,식품기사",
"2","38",화학교육과,"화공기사,위험물산업기사",
"2","22",무용학과,"웹디자인기능사,컬러리스트기사",
"1","9",농업경제학과,"컨벤션기획사1급,공장관리기술사",
"2","57",말레이·인도네시어과,"관광통역안내사(영어),관광통역안내사(말레이/인도네시아어)",
"2","30",화훼원예과,"축산산업기사,농화학기술사",
"2","44",국방탄약과.방공유도무기과,"컨벤션기획사2급,컨벤션기획사1급",
"1","18",생화학과,"바이오화학제품제조기사,위험물기능장",
"2","26",건축공학과,"토목산업기사,천공기운전기능사",
"1","31",실내건축디자인학과,"실내건축기사,철도토목기사",
"1","9",항공메카트로닉스과,"건설기계정비산업기사,정밀측정기능사",
"1","34",전자정보통신공학과,"전자회로설계산업기사,산업계측제어기술사",
"1","25",미술사학과,"시각디자인산업기사,제품디자인산업기사",
"2","26",건축학과,"미장기능사,건축시공기술사",
"2","52",경찰경호과,"산업안전기사,침투비파괴검사기능사",
